03_track_95.smt2, sat, 29, 1,  sat, 324, 1, True , 0
03_track_162.smt2, sat, 82, 2, unsat, 330, 1, , 
03_track_3.smt2, unsat, 22, ,unsat, 1071, 1, , 
03_track_113.smt2, sat, 105, 2, unsat, 310, 1, , 
03_track_101.smt2, sat, 30, 2,  sat, 724, 2, True , 0
03_track_37.smt2, unsat, 21, ,unsat, 2392, 2, , 
03_track_150.smt2, sat, 3564, 2, unsat, 1128, 1, , 
03_track_75.smt2, TO, , , unsat, 393, 1, , 
03_track_96.smt2, sat, 37, 6,  sat, 1211, 5, False , 7
03_track_86.smt2, sat, 55, 2, unsat, 305, 1, , 
03_track_117.smt2, sat, 129, 3, unsat, 373, 1, , 
03_track_121.smt2, sat, 39, 2, unsat, 328, 1, , 
03_track_141.smt2, sat, 50, 2,  sat, 2596, 2, False , 1
03_track_57.smt2, sat, 88, 2, unsat, 410, 1, , 
03_track_126.smt2, sat, 28, 1,  sat, 328, 1, True , 0
03_track_176.smt2, sat, 323, 3, unsat, 437, 1, , 
03_track_33.smt2, unsat, 21, ,unsat, 1538, 1, , 
03_track_186.smt2, sat, 130, 2, unsat, 453, 1, , 
03_track_144.smt2, sat, 29, 1,  sat, 315, 1, True , 0
03_track_105.smt2, sat, 29, 1,  sat, 317, 1, True , 0
03_track_72.smt2, sat, 61, 2, unsat, 1601, 1, , 
03_track_194.smt2, sat, 41, 2,  sat, 390, 2, True , 0
03_track_79.smt2, sat, 206, 2, unsat, 587, 1, , 
03_track_184.smt2, sat, 53, 4, unsat, 306, 1, , 
03_track_172.smt2, sat, 333, 11, unsat, 379, 1, , 
03_track_198.smt2, sat, 32, 6,  sat, 1283, 5, False , 7
03_track_31.smt2, unsat, 24, ,unsat, 536, 2, , 
03_track_155.smt2, sat, 177, 3, unsat, 803, 1, , 
03_track_15.smt2, unsat, 21, ,unsat, 539, 4, , 
03_track_193.smt2, sat, 103, 3, unsat, 388, 1, , 
03_track_25.smt2, unsat, 26, ,unsat, 965, 2, , 
03_track_115.smt2, sat, 157, 3,  sat, 652, 2, False , 7
03_track_65.smt2, sat, 4027, 8, unsat, 1886, 1, , 
03_track_43.smt2, unsat, 21, ,unsat, 542, 4, , 
03_track_60.smt2, TO, , , unsat, 519, 1, , 
03_track_53.smt2, sat, 3217, 4, unsat, 301, 1, , 
03_track_128.smt2, sat, 44, 2,  sat, 1848, 2, False , 1
03_track_136.smt2, sat, 652, 3, unsat, 641, 1, , 
03_track_107.smt2, sat, 41, 2,  sat, 367, 2, True , 0
03_track_164.smt2, sat, 61, 2, unsat, 389, 1, , 
03_track_27.smt2, unsat, 22, ,TO, , 0
03_track_181.smt2, sat, 34, 3,  sat, 780, 2, False , 4
03_track_180.smt2, sat, 50, 2,  sat, 2433, 2, False , 3
03_track_102.smt2, sat, 36, 5,  sat, 2085, 4, False , 5
03_track_66.smt2, TO, , , unsat, 576, 1, , 
