04_track_18.smt2, sat, 33, 3, unsat, 479, 1, , 
04_track_161.smt2, unsat, 24, ,TO, , 0
04_track_119.smt2, sat, 1990, 74, unknown, 252, 6
04_track_125.smt2, sat, 22, 46, unsat, 326, 6, , 
04_track_11.smt2, unsat, 66, ,TO, , 0
04_track_200.smt2, sat, 2615, 26, unknown, 255, 6
04_track_77.smt2, unsat, 31, ,TO, , 0
04_track_138.smt2, unsat, 63, ,TO, , 0
04_track_20.smt2, sat, 23, 5, unsat, 4192, 1, , 
04_track_154.smt2, unsat, 50, ,TO, , 0
04_track_171.smt2, sat, 150, 7, TO, , 0
04_track_113.smt2, unsat, 30, ,TO, , 0
04_track_126.smt2, unsat, 48, ,TO, , 0
04_track_103.smt2, unsat, 29, ,TO, , 0
04_track_133.smt2, sat, 43, 8, unsat, 4949, 3, , 
04_track_25.smt2, unsat, 39, ,TO, , 0
04_track_51.smt2, unsat, 28, ,TO, , 0
04_track_131.smt2, unsat, 39, ,TO, , 0
04_track_170.smt2, TO, , , unknown, 278, 4
04_track_123.smt2, unsat, 42, ,TO, , 0
04_track_196.smt2, sat, 58, 4,  sat, 651, 4, False , 0
04_track_85.smt2, unsat, 43, ,TO, , 0
04_track_159.smt2, unsat, 27, ,TO, , 0
